kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,statistics.viewCount,statistics.likeCount,statistics.dislikeCount,statistics.favoriteCount,statistics.commentCount,totalResults,resultsPerPage,param_part,param_id,param_maxResults,param_pageToken,queryTime
youtube#videoListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/ClJbSCntQTgsC6v4JSl6WUcUvA8""",kJQP7kiw5Fk,2017-01-13 05:00:02+00:00,UCLp8RBhQHu9wSsq62j_Md6A,Luis Fonsi - Despacito ft. Daddy Yankee,"“Despacito” disponible ya en todas las plataformas digitales: https://UMLE.lnk.to/DOoUzFp 
“Imposible” disponible ya en todas las plataformas digitales: https://UMLE.lnk.to/IMPOSIBLEFp
“Calypso” disponible ya en todas las plataformas digitales: https://UMLE.lnk.to/CLYPSFp
Echame La Culpa disponible ya en todas las plataformas digitales: https://UMLE.lnk.to/ELCFp


Best of Luis Fonsi / Lo mejor Luis Fonsi: https://goo.gl/KLWPSa 
Subscribe here: https://goo.gl/nkhcGc
Sigue a Luis Fonsi: 
Official Site: http://www.luisfonsi.com/ 
Facebook: https://www.facebook.com/luisfonsi/ 
Twitter: https://twitter.com/LuisFonsi 
Instagram: https://www.instagram.com/luisfonsi

#LuisFonsi #Despacito #Imposible #Calypso #EchamelaCulpa #NadaEsImposible #NothingisImpossible #LF


Music video by Luis Fonsi performing Despacito. (C) 2017 Universal Music Latino",https://i.ytimg.com/vi/kJQP7kiw5Fk/default.jpg,120,90,https://i.ytimg.com/vi/kJQP7kiw5Fk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/kJQP7kiw5Fk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/kJQP7kiw5Fk/sddefault.jpg,640,480,https://i.ytimg.com/vi/kJQP7kiw5Fk/maxresdefault.jpg,1280,720,LuisFonsiVEVO,"['Luis', 'Fonsi', 'Despacito', 'UMLE', 'Latino', 'Latin', 'Pop', 'Luis Fonsi', 'DY', 'Daddy Yankee', 'Music Video', 'Oficial', 'Official Music Video', '#Despacito', 'Zuleyka Rivera', 'Super model', 'Miss Universe', 'PR', 'Puerto Rico']",10,none,Luis Fonsi - Despacito ft. Daddy Yankee,"“Despacito” disponible ya en todas las plataformas digitales: https://UMLE.lnk.to/DOoUzFp 
“Imposible” disponible ya en todas las plataformas digitales: https://UMLE.lnk.to/IMPOSIBLEFp
“Calypso” disponible ya en todas las plataformas digitales: https://UMLE.lnk.to/CLYPSFp
Echame La Culpa disponible ya en todas las plataformas digitales: https://UMLE.lnk.to/ELCFp


Best of Luis Fonsi / Lo mejor Luis Fonsi: https://goo.gl/KLWPSa 
Subscribe here: https://goo.gl/nkhcGc
Sigue a Luis Fonsi: 
Official Site: http://www.luisfonsi.com/ 
Facebook: https://www.facebook.com/luisfonsi/ 
Twitter: https://twitter.com/LuisFonsi 
Instagram: https://www.instagram.com/luisfonsi

#LuisFonsi #Despacito #Imposible #Calypso #EchamelaCulpa #NadaEsImposible #NothingisImpossible #LF


Music video by Luis Fonsi performing Despacito. (C) 2017 Universal Music Latino",en-US,PT4M42S,2d,hd,True,True,rectangular,6619114209,36215498,4364086,0,3191570,1,1,"contentDetails,snippet,statistics",kJQP7kiw5Fk,,,2020-02-04 12:29:33.314597+00:00
